playlist_name,playlist_id,followers,average_danceability,average_energy,average_key,average_loudness,average_mode,average_speechiness,average_acousticness,average_instrumentalness,average_liveness,average_valence,average_tempo,average_time_signature,average_duration_ms,total_duration,total_num,genre,max_popularity,avg_popularity
Classic Covers,37i9dQZF1DWTVIaV4KJYuq,408536,0.493377049,0.3307,4.68852459,-10.50857377,0.803278689,0.03582459,0.672953262,0.025182297,0.172178689,0.371755738,120.2412951,3.770491803,226858.4754,13838367,61,pop,74,48.03278689
Folk Feast,37i9dQZF1DXdaMkR2m2cl5,191885,0.5162,0.368368,5.18,-11.15774,0.72,0.034864,0.70105,0.083321802,0.130394,0.32605,108.01302,3.94,225008.52,11250426,50,indie,70,38.88
More Banjo!,1W2XJETQjFYdzT4GuhBHmS,219,0.558972973,0.570959459,4.378378378,-8.91872973,0.72972973,0.040264865,0.490916216,0.140186782,0.168167568,0.60927027,122.2595946,4.027027027,204710.9189,7574304,37,country,65,20.51351351
Stomp & Holler,37i9dQZF1DX8gLrc0tlHvS,101455,0.536782609,0.664057971,4.695652174,-7.448463768,0.782608696,0.042030435,0.239433645,0.04078096,0.151886957,0.41157971,114.9963913,3.971014493,228561.087,15770715,69,indie,70,36.13043478
Torch & Twang,37i9dQZF1DX0611i4oGheJ,199854,0.373171642,0.28238806,3.746268657,-7.348149254,0.634328358,0.024240299,0.398413209,0.041791525,0.093118657,0.248758955,84.41697761,2.828358209,169502.403,22713322,134,indie,67,21.2238806
Trad Folk,37i9dQZF1DX7Y2xcY13mN1,74115,0.543433962,0.447496226,5.245283019,-9.722264151,0.603773585,0.040518868,0.69996017,0.077150217,0.158628302,0.534713208,114.5057736,3.962264151,214933.0755,11391453,53,indie,57,27.83018868
Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,95747,0.610563218,0.544275862,4.885057471,-8.620482759,0.724137931,0.049651724,0.516172989,0.074138757,0.187193103,0.630374713,120.2297126,3.988505747,230772.2069,20077182,87,country,65,32.02298851
Bluegrass Gals,0RVOnBcFN3up4fEHQoiwb9,150,0.550857143,0.511142857,5.87755102,-9.720489796,0.836734694,0.035987755,0.660714286,0.167876982,0.190161224,0.717,130.523449,3.959183673,175295,8589455,49,country,58,12.10204082
Chill as Folk,43rSnXFDoctqiZxvEqH14P,117,0.553017857,0.401269643,5.267857143,-10.45164286,0.767857143,0.036810714,0.607657143,0.137852567,0.146689286,0.400089286,119.9748929,3.857142857,242612.4464,13586297,56,indie,66,26.82142857
Hauntings,37i9dQZF1DXa2PsvJSPnPf,187037,0.450872549,0.366959804,4.62745098,-11.00890196,0.490196078,0.039713725,0.586560392,0.14074061,0.148407843,0.229060784,112.3225392,3.803921569,234076.8039,23875834,102,indie,61,29.10784314
Vintage Vibes,37i9dQZF1DX6dvuioZhoLo,108611,0.555868852,0.545672131,5.901639344,-8.099672131,0.868852459,0.03437377,0.333553934,0.027786637,0.163327869,0.507114754,117.7538852,3.885245902,212660.4918,12972290,61,None,62,26.49180328
Indie Bluegrass,37i9dQZF1DX0yL7UvjSKZT,173362,0.548239437,0.489352113,5.281690141,-9.409732394,0.690140845,0.037716901,0.588706197,0.099868045,0.179492958,0.505307042,121.8071549,3.845070423,212870.6761,15113818,71,country,64,29.42253521
Fresh Folk,37i9dQZF1DXaUDcU6KDCj4,405279,0.465256637,0.355415929,4.796460177,-8.760389381,0.699115044,0.035435398,0.548832106,0.041478778,0.116866372,0.313969912,100.9914071,3.407079646,197998.9735,22373884,113,None,69,31.10619469
The New Bohemian,1IKDP8o4UvpfLh0SJX2e1b,37,0.49554321,0.568024691,4.765432099,-8.696555556,0.75308642,0.040880247,0.3971,0.193783393,0.177137037,0.420483951,120.3961852,3.901234568,276997.4074,22436790,81,indie,66,15.97530864
Irish Folk â€“ Jigs & Reels,37i9dQZF1DX9HwI3Crikcm,122188,0.517907692,0.534650615,5.061538462,-10.08496923,0.815384615,0.058192308,0.712608154,0.436723145,0.253290769,0.830127692,116.9393692,3.876923077,240199.5385,15612970,65,world,42,21.23076923
My Folksy Love,37i9dQZF1DXaUvpePTXR1D,85481,0.412170732,0.290380488,4.048780488,-8.602918699,0.699186992,0.028795935,0.516588618,0.020418994,0.118576423,0.253507317,92.20850407,3.097560976,180556.4959,22208449,123,pop,72,20.8699187
SongCraft,37i9dQZF1DX4cukhkYKVZW,270,0.623480769,0.344384615,5.711538462,-19.76296154,0.769230769,0.611388462,0.494451923,0.000538028,0.269717308,0.628409615,106.4922692,3.634615385,128544.4615,6684312,52,None,61,8.961538462
Sweetgrass,44Ht3IACEyKqiLBZupIhIk,92,0.543793103,0.243003448,5.620689655,-12.46193103,0.896551724,0.033703448,0.813310345,0.003288945,0.132486207,0.311782759,119.9011379,3.793103448,242542.7931,7033741,29,country,61,24.75862069
The New Retro,37i9dQZF1DWV5vqkTng2MA,170422,0.408163121,0.474028369,3.539007092,-4.561914894,0.546099291,0.03942766,0.175191702,0.025569649,0.12792695,0.427730496,86.44264539,2.687943262,152228.0922,21464161,141,indie,66,21.04255319
Chill Covers,37i9dQZF1DWXnscMH24yOc,297248,0.411117647,0.296921849,4.369747899,-9.085302521,0.546218487,0.046368067,0.547259664,0.058923839,0.135637815,0.209916807,96.74989916,3.31092437,185624.4958,22089315,119,None,77,29.49579832
The Piano Bar,37i9dQZF1DWVvXA824aCbn,380885,0.47302439,0.251326829,4.414634146,-16.99890244,0.56097561,0.043112195,0.854560976,0.657256331,0.15972439,0.305314634,110.5223415,3.756097561,318234.8293,13047628,41,blues,63,44.19512195
Trending on TV,37i9dQZF1DX6R7YjFMxwJB,143867,0.580131148,0.582836066,5.672131148,-8.066540984,0.557377049,0.067283607,0.356925082,0.110339245,0.168834426,0.440986885,120.1472623,3.93442623,210462.082,12838187,61,None,83,50.50819672
Cinematic Chill-Out,37i9dQZF1DWVFJtzvDHN4L,396204,0.15808,0.081996909,5.309090909,-26.43396364,0.472727273,0.041823636,0.850854545,0.83952,0.104165455,0.043961818,90.76258182,3.854545455,170245.5818,9363507,55,soundtrack,63,45.61818182
Leonard Cohen: The Covers,37i9dQZF1DXe5Q8muTQked,872731,0.4456,0.306736667,5.466666667,-12.47728333,0.633333333,0.043721667,0.678503333,0.030160403,0.298653333,0.314628333,118.3027333,3.666666667,266761.4333,16005686,60,other,51,24.8
Epic Classical,37i9dQZF1DX9G9wwzwWL2k,374461,0.266155,0.2208837,4.91,-18.58064,0.67,0.046098,0.87357,0.757164,0.167054,0.138531,105.1373,3.9,633158.12,63315812,100,classical,51,28.91
Classic Acoustic,37i9dQZF1DX504r1DvyvxG,921359,0.537941176,0.360838824,4.847058824,-12.92661176,0.858823529,0.036764706,0.593291529,0.033270828,0.162416471,0.488847059,120.6557882,3.905882353,224944,19120240,85,rock,75,52.18823529
Diner Jukebox,37i9dQZF1DXbvE0SE0Cczh,86786,0.570577778,0.642,4.8,-8.978733333,0.8,0.070228889,0.484553889,0.006549021,0.203842222,0.810466667,133.5805778,3.888888889,151624.9111,6823121,45,rock,66,44.31111111
The Nu-Modern,37i9dQZF1DX28npkgy2RE4,227729,0.523809524,0.581495238,5.357142857,-7.009130952,0.607142857,0.056396429,0.309731786,0.003355986,0.171022619,0.382027381,114.5205833,3.892857143,217693.7262,18286273,84,None,76,46.96428571
Southern Gothic,37i9dQZF1DX58NJL8iVBGW,240087,0.455559322,0.427073729,4.025423729,-7.846330508,0.36440678,0.056005085,0.432949661,0.061526138,0.136355932,0.387382203,102.3313559,3.330508475,184363.2797,21754867,118,indie,63,27.49152542
Boozy Brunch,37i9dQZF1DX9pryhDLql25,177795,0.544745098,0.595117647,4.941176471,-8.148196078,0.882352941,0.042252941,0.336161431,0.030257964,0.171423529,0.614333333,121.2279804,3.941176471,213289.2745,10877753,51,indie,73,37.60784314
The Pulse of Americana,37i9dQZF1DX3Fzl4v4w9Zp,491931,0.534958763,0.500938144,5.226804124,-8.800742268,0.75257732,0.036243299,0.39893134,0.055713181,0.150426804,0.438769072,117.8177526,3.845360825,230929.9175,22400202,97,indie,66,41.95876289
Evening Chill,37i9dQZF1DWZ0OzPeadl0h,1150671,0.445280374,0.355657944,4.869158879,-10.26264486,0.560747664,0.046874766,0.594073084,0.124564142,0.131582243,0.178235514,114.4327383,3.588785047,221462.2243,23696458,107,indie,69,38.38317757
Intense Studying,37i9dQZF1DX8NTLI2TtZa6,1545558,0.145723881,0.060082549,1.503731343,-9.255496269,0.294776119,0.021516418,0.369358209,0.3245,0.052006716,0.181470896,37.66461567,1.332089552,42363.22015,11353343,268,classical,50,13.56343284
Infinite Acoustic,37i9dQZF1DX6z20IXmBjWI,1511257,0.388255639,0.268509774,3.511278195,-8.557887218,0.654135338,0.026969173,0.518678195,0.049135263,0.104829323,0.237062406,89.91837594,2.902255639,171811.9774,22850993,133,indie,77,42.45864662
Acoustic Love,37i9dQZF1DWSlwBojgQEcN,1214568,0.520761905,0.329792857,4.75,-10.87604762,0.916666667,0.037397619,0.676980952,0.034851638,0.153815476,0.324905952,114.5974762,3.857142857,228004.7738,19152401,84,indie,85,51.0952381
Evening Acoustic,37i9dQZF1DXcWBRiUaG3o5,1262511,0.447458716,0.211569725,4.587155963,-12.81018349,0.770642202,0.035091743,0.748220183,0.104631966,0.141909174,0.241045872,108.5839633,3.550458716,213365.1927,23256806,109,indie,68,36.43119266
#ThrowbackThursday,37i9dQZF1DWWwaxRea1LWS,1444898,0.585409091,0.571068182,4.988636364,-10.03318182,0.829545455,0.049088636,0.391636136,0.005298291,0.174570455,0.699727273,119.9485909,3.954545455,215853.4205,18995101,88,rock,80,62.54545455
Happy Folk,37i9dQZF1DWSkMjlBZAZ07,1520271,0.573,0.667554455,4.772277228,-6.909257426,0.841584158,0.047410891,0.277063168,0.051135508,0.142719802,0.542376238,116.8330891,3.910891089,212384.7921,21450864,101,indie,75,47.82178218
HIIT Workout,37i9dQZF1DX35oM5SPECmN,1828570,0.68582,0.74294,5.1,-5.34434,0.6,0.06921,0.10223478,0.025390549,0.200618,0.61496,116.73078,4,223618.54,11180927,50,pop,91,59.1
Autumn Acoustic,37i9dQZF1DWUNIrSzKgQbP,1241219,0.533490196,0.411882353,5.254901961,-10.67466667,0.68627451,0.032494118,0.689170588,0.087387757,0.151256863,0.355172549,111.1699804,3.941176471,231171.4902,11789746,51,indie,69,54.47058824
Sweet Winter Songs,62Tpw0jhT8kxF3KPbGciTk,519,0.494884615,0.291238462,4.586538462,-12.01306731,0.682692308,0.032646154,0.740375,0.081843016,0.143488462,0.284230769,115.0626058,3.634615385,225924.8462,23496184,104,indie,77,28.75
Classical Essentials,37i9dQZF1DWWEJlAGA9gs0,709974,0.256718812,0.114704653,5.336633663,-23.05442574,0.653465347,0.044322772,0.926128713,0.61067658,0.121771287,0.172890099,104.4792871,3.594059406,483978.9604,48881875,101,classical,67,42.44554455
Indie Folk,37i9dQZF1DX2taNm7KfjOX,596518,0.13451269,0.098207868,1.159898477,-2.797835025,0.177664975,0.009930203,0.148654315,0.021717337,0.039968528,0.085780711,29.97582234,0.979695431,57221.10914,22545117,394,pop,62,8.931472081
Deep Dark Indie,37i9dQZF1DWTtTyjgd08yp,673536,0.438788,0.41914,4.92,-10.22476,0.46,0.043038,0.523568,0.199138435,0.129868,0.198892,113.98678,3.8,234559.16,11727958,50,indie,67,45.36
Night Run,37i9dQZF1DXaXJKTTlwS8m,106276,0.564183333,0.746783333,5.2,-5.901916667,0.833333333,0.049791667,0.141151917,0.060766267,0.184881667,0.525833333,124.0851667,4,225153.7667,13509226,60,rock,82,57.1
Creativity Boost,37i9dQZF1DX56qfiUZBncF,332870,0.576716216,0.52307973,4.837837838,-8.953783784,0.540540541,0.071916216,0.403271338,0.108488175,0.155006757,0.333197297,117.0237703,3.945945946,227020.9054,16799547,74,None,67,32.87837838
Bring Back the 90s,37i9dQZF1DXb9LIXaj5WhL,716254,0.607983607,0.735967213,5.704918033,-6.910065574,0.737704918,0.077811475,0.08407518,0.029995998,0.171154098,0.625196721,115.639377,3.983606557,246374.6885,15028856,61,rock,78,56.98360656
Morning Acoustic,37i9dQZF1DXdd3gw5QVjt9,1123392,0.504642857,0.374376786,5.160714286,-10.99341071,0.821428571,0.036405357,0.642771429,0.065299155,0.130560714,0.303569643,116.4179107,3.946428571,227491.8036,12739541,56,indie,85,50.07142857
Acoustic Covers,37i9dQZF1DWXmlLSKkfdAk,2311033,0.577494949,0.301551515,4.656565657,-10.2269899,0.797979798,0.043224242,0.721236263,0.006272834,0.169754545,0.364857576,114.3846566,3.939393939,216558.4141,21439283,99,pop,74,56.58585859
Acoustic CafÃ© International,37i9dQZF1DX571ttkrxAeN,167665,0.61027027,0.439777027,5.432432432,-10.76167568,0.513513514,0.050635135,0.617962432,0.087821366,0.136743243,0.475491892,117.7941622,3.851351351,210433.3514,15572068,74,world,59,37.39189189
Disco Beats,0pHFNRP8qkYhal0q0Irp6D,1488,0.710301887,0.715,4.905660377,-9.405358491,0.528301887,0.056490566,0.101413943,0.067784042,0.156832075,0.810132075,120.4427358,4,308708.0755,16361528,53,rock,70,32.28301887
A Poem a Day,37i9dQZF1DXaVtcC7N0WMw,8773,0.652241379,0.226893103,5.068965517,-19.45934483,0.655172414,0.741168966,0.791241379,0.020275803,0.282131034,0.461551724,108.8870345,3.896551724,164369.7931,4766724,29,speech,45,8.689655172
Rock & Roots,7pD7pMFxcq8agMXqLQCggM,319,0.505327273,0.691690909,5.6,-6.971945455,0.727272727,0.052707273,0.215272582,0.081856401,0.164310909,0.549418182,124.6316909,3.927272727,219524.6909,12073858,55,indie,59,24.07272727
Interstate Drive Songs,0XDRWlx2B1C1OXlaLlld8t,583,0.470653846,0.883423077,5.615384615,-5.260307692,0.5,0.057992308,0.0041642,0.028714141,0.168992308,0.533730769,116.0747692,3.961538462,242475.3846,6304360,26,rock,78,44
Low Key Revelry,67uEKAhAdvMJvumeC8ZgjB,209,0.506576923,0.431038462,5.076923077,-10.30907692,0.653846154,0.049646154,0.404642731,0.317097608,0.144069231,0.287696154,113.3457692,4,242899.0769,6315376,26,indie,41,11.69230769
Top Tracks of 2016 - USA,37i9dQZF1DX7Axsg3uaDZb,68095,0.67457,0.6399,5.47,-6.22047,0.52,0.128804,0.1364656,0.005767918,0.190056,0.454002,120.98606,3.99,218167.66,21816766,100,pop,86,69.18
Top Male Artists of 2016 - USA,37i9dQZF1DX2SAJ4GmhZC1,3754,0.6738,0.6296,4.7,-5.7905,0.5,0.16698,0.153411,0.000246166,0.19164,0.496395,124.5723,4,213377.25,4267545,20,rap,86,67.85
Top Female Artists of 2016 - USA,37i9dQZF1DWWoCDtOBjhpE,67,0.61205,0.66975,6.2,-6.0966,0.4,0.137325,0.141267,0.000575738,0.20372,0.415025,114.9812,4.05,228151.85,4563037,20,pop,81,65.75
Top Artists of 2016 - USA,37i9dQZF1DWTqADcMeAKPW,5220,0.67588,0.65016,5.32,-5.78048,0.44,0.154604,0.129784,0.000169598,0.2253,0.502476,131.3094,4,220418.88,5510472,25,pop,86,68.8
Spotify Sessions: Covers,37i9dQZF1DWZqyWCBK6QTt,98473,0.484336207,0.376969828,4.456896552,-8.244215517,0.629310345,0.06969569,0.434238431,0.020263509,0.236787069,0.341033621,96.80088793,3.379310345,192926.0862,22379426,116,pop,71,40.24137931
Best of 2016: Folk & Americana,0fmNiEOXSfBfurQwf4gG5L,0,0.525670213,0.481656383,4.5,-9.168340426,0.755319149,0.038141489,0.432320053,0.035920264,0.155804255,0.398640426,115.9144043,3.893617021,240420.4149,22599519,94,indie,70,40.54255319
Best of 2016:  Hot Country,7g3zHOim2XylTlM7Oittr8,10677,0.54852,0.73832,5.72,-5.65424,0.92,0.045154,0.17399494,0.011562229,0.14981,0.4798,120.75884,3.96,228791.24,11439562,50,country,75,56.26
Guest List: Orb,2O0Nf9Mi5tM17PM7Ns6Fgu,2521,0.551210526,0.834921053,5.052631579,-4.479684211,0.526315789,0.077592105,0.045115684,0.096774994,0.255226316,0.323539474,134.1432105,4,235917.5263,8964866,38,electronic,77,31.05263158
Fangirls Run The World,37i9dQZF1DXboQCHLEaHcr,9842,0.72005,0.71625,6.45,-5.6011,0.4,0.09452,0.0748839,0.000795803,0.18809,0.6068,119.04975,3.95,219076.1,4381522,20,pop,78,61.45
Global Citizen Festival 2017,37i9dQZF1DX6iuo8gM74Vn,14941,0.580804348,0.701652174,4.543478261,-6.07776087,0.456521739,0.062917391,0.180696815,0.015972313,0.18206087,0.50373913,120.638,3.97826087,238621.8261,10976604,46,pop,91,63.76086957
Black Lives Matter,37i9dQZF1DWWAqc46ZJdZf,24113,0.624291667,0.640716667,5.979166667,-8.153645833,0.541666667,0.191579167,0.2507675,0.026033186,0.24011875,0.524464583,111.1864792,3.979166667,280008.8958,13440427,48,rap,62,34.875
Spin,37i9dQZF1DXb1Pd8XAlALS,178195,0.62108,0.75612,5.8,-4.90336,0.6,0.062288,0.1343256,0.008482734,0.181244,0.43762,117.81562,4.02,195796.44,9789822,50,electronic,89,59.42
We Shall Overcome,37i9dQZF1DXbWHkfjljXoE,51032,0.554941176,0.472984314,6.078431373,-12.26313725,0.705882353,0.567882353,0.791981373,0.01825755,0.357198039,0.385556863,107.3203725,3.705882353,419591.0196,21399142,51,speech,65,13.8627451
Artists Den + Spotify,1HdxEroWca3L8JR3lvnolH,1032,0.61975,0.5796875,4.5625,-6.909875,0.875,0.04165625,0.2691375,4.83E-05,0.12028125,0.483375,123.3359375,4,230642.3125,3690277,16,country,73,51.25
Women in Music | Stories & Songs,1zriHsmiRJmTThtQk8UWPk,0,0.431859155,0.359321831,3.753521127,-5.913084507,0.429577465,0.237467606,0.343404641,0.004680206,0.12486338,0.419894366,76.12000704,2.563380282,100606.2817,14286092,142,None,75,17.71126761
110,1Bl4B5jBEJwNiFRJFMPSMa,3535,0.393818182,0.577636364,5.909090909,-8.916136364,0.681818182,0.048345455,0.283502909,0.273156009,0.129304545,0.337090909,118.0346818,3.909090909,262720.2727,5779846,22,rock,71,57.90909091
#ThankATeacher,37i9dQZF1DWVPLGy8vd7P0,860,0.591946429,0.5355375,5.285714286,-8.345785714,0.607142857,0.336369643,0.425081839,0.046468536,0.229085714,0.573210714,117.5022321,3.839285714,242494.6429,13579700,56,None,73,26.25
BRILLIANTMINDS2016,57clV3IPw1TXSWdzzDVDwp,223,0.598777778,0.696555556,6.166666667,-6.380777778,0.555555556,0.071105556,0.173351222,0.039478228,0.21305,0.526444444,119.3590556,4.055555556,208501.8333,3753033,18,indie,61,36.22222222
Friends Rewind,37i9dQZF1DXaDBLy2g5eIl,41450,0.626527273,0.725181818,4.763636364,-6.126163636,0.545454545,0.100847273,0.143207342,0.021463918,0.188825455,0.599765455,118.5376182,3.963636364,241300.1091,13271506,55,pop,83,61.45454545
Blues & Roots Rock,37i9dQZF1DWSKpvyAAcaNZ,262265,0.383007519,0.511781955,3.947368421,-5.295736842,0.511278195,0.043651128,0.147643694,0.063338019,0.139009774,0.39613985,93.2943985,2.984962406,171212.7444,22771295,133,blues,64,24.55639098
Chill Party,37i9dQZF1DXdPDNJUpSKbP,175639,0.678535714,0.58575,4.892857143,-9.015839286,0.553571429,0.079721429,0.328392464,0.432923843,0.1486125,0.366366071,117.7812857,3.857142857,276359.2143,15476116,56,indie,63,25.16071429
Irish Folk - Ballads,37i9dQZF1DX2ULa1Ss8vbo,63579,0.456447368,0.328423684,4.684210526,-12.309,0.921052632,0.046568421,0.722123684,0.060895684,0.161528947,0.430760526,110.7747632,3.736842105,224009.8421,8512374,38,world,45,30.05263158
4th of July Party,37i9dQZF1DX4nYqGKSH0ld,68483,0.696225806,0.663483871,5.35483871,-5.973112903,0.564516129,0.082791935,0.190712097,0.026924168,0.139006452,0.623177419,113.1832419,4,209995.0645,13019694,62,pop,92,71.03225806
Incoming,79sVcfxVNazjyK2iBY9l3q,712,0.644,0.431870588,6.235294118,-11.58376471,0.411764706,0.553829412,0.304945294,6.09E-05,0.190282353,0.521705882,103.9884706,3.882352941,216222,3675774,17,None,75,17.76470588
90's Boy Bands,37i9dQZF1DX17dmzi8A5FV,1144,0.64872973,0.735,5.594594595,-7.231135135,0.675675676,0.051483784,0.12103027,0.002119758,0.1725,0.650108108,119.301,3.945945946,244867.3514,9060092,37,pop,64,39.97297297
Chill Hits,37i9dQZF1DX4WYpdgoIcn6,2680096,0.659652632,0.612621053,5.515789474,-6.195505263,0.536842105,0.078866316,0.225591053,0.001612149,0.158637895,0.454458947,110.7079263,3.957894737,193912.4105,18421679,95,pop,100,70.91578947
Soft Rock,37i9dQZF1DX6xOPeSOGone,655728,0.451436975,0.466890756,4.260504202,-7.881848739,0.663865546,0.029380672,0.218355504,0.019072561,0.128956303,0.392783193,93.92285714,3.344537815,224812.437,26752680,119,rock,79,49.5210084
One Love,37i9dQZF1DWSiyIBdVQrkk,1288459,0.695626168,0.57553271,4.925233645,-7.178906542,0.46728972,0.136398131,0.119497822,0.002100373,0.133791589,0.732065421,110.7486168,3.747663551,223922.0935,23959664,107,reggae,72,43.4953271
All Out 00s,37i9dQZF1DX4o1oenSJRJd,1547965,0.682088608,0.749265823,4.987341772,-5.208493671,0.64556962,0.090997468,0.105602063,0.01872754,0.181972152,0.59423038,115.253481,3.987341772,229656.3038,18142848,79,pop,81,60.73417722
All Out 90s,37i9dQZF1DXbTxeAdrVG2l,1679331,0.646272727,0.751415584,5.896103896,-6.991441558,0.636363636,0.068806494,0.097763027,0.058146648,0.197480519,0.65525974,119.3655714,3.974025974,247492.6883,19056937,77,rock,80,61.25974026
All Out 80s,37i9dQZF1DX4UtSsGT1Sbe,1907607,0.652890244,0.704646341,4.902439024,-8.686426829,0.597560976,0.047676829,0.155813838,0.025737805,0.165476829,0.698646341,123.3413049,4,253803.378,20811877,82,rock,81,62.20731707
All Out 70s,37i9dQZF1DWTJ7xPn4vNaz,1299140,0.599292683,0.6415,5.170731707,-9.513536585,0.743902439,0.057979268,0.21975422,0.013265394,0.167679268,0.677597561,118.9312927,3.987804878,252523.5732,20706933,82,rock,80,57.64634146
All Out 60s,37i9dQZF1DXaKIA8E7WcJj,775752,0.55587013,0.553896104,5.246753247,-9.495155844,0.766233766,0.042937662,0.430040052,0.009973351,0.216635065,0.672493506,121.4251429,3.961038961,186451.039,14356730,77,pop,76,56.53246753
All Out 50s,37i9dQZF1DWSV3Tk4GO2fq,398052,0.5604625,0.5633625,6.1625,-9.2138,0.825,0.06802875,0.63083625,0.025637877,0.2307025,0.7489,128.5634375,3.9,149901.6625,11992133,80,rock,68,43.75
We Run The World-Cup!,37i9dQZF1DX69V4bEzoa8F,9746,0.689,0.785307692,5,-4.935230769,0.615384615,0.076934615,0.101432308,0.009904532,0.243673077,0.552153846,117.7797692,4,214765.6538,5583907,26,pop,81,59.53846154
Follow Your Bliss,2wqwH7uKckoLe7UVTx1RfO,1987,0.587692308,0.775820513,4.769230769,-5.734397436,0.743589744,0.045832051,0.120637095,0.053687148,0.175866667,0.600897436,127.3950128,3.974358974,224016.5128,17473288,78,rock,82,51.67948718
Ballads,37i9dQZF1DXd4hrw8K7Pxm,21449,0.49042,0.27113,4.78,-11.14536,0.76,0.045994,0.75515,0.003489538,0.18968,0.327686,110.61362,3.78,218828.96,10941448,50,pop,75,41.82
Acoustic Calm,37i9dQZF1DXaImRpG7HXqp,81837,0.541625,0.35679375,5.828125,-12.78646875,0.703125,0.048490625,0.780234375,0.806399895,0.120814063,0.319904688,123.3151094,3.96875,223974.2031,14334349,64,other,64,42.71875
Bring Back the 80s,37i9dQZF1DX0JKUIfwQSJh,214336,0.68595,0.693616667,5.083333333,-9.134283333,0.65,0.061495,0.139713333,0.007943949,0.168886667,0.730216667,123.3981167,3.983333333,244564.9167,14673895,60,pop,81,50.75
Rest & Relaxation,1uIp2WHCf6ODHxHRPmjWG5,29,0.528027778,0.3637,4.583333333,-12.57230556,0.833333333,0.042486111,0.546017778,0.006176443,0.189380556,0.485736111,115.60175,3.777777778,253801.4444,9136852,36,rock,80,46.52777778
Backporch Blues,37i9dQZF1DXdNHhNNm0G0B,29214,0.40565625,0.250871875,4.90625,-14.6643125,0.8125,0.0444875,0.8345625,0.742985063,0.131765625,0.21363125,117.42025,3.90625,308499.1563,9871973,32,other,41,24.84375
Soothing Strings,37i9dQZF1DXdbkmlag2h7b,248310,0.264553226,0.153462581,5.483870968,-19.51385484,0.5,0.038709677,0.908483871,0.804322581,0.131070968,0.113129032,104.0464839,3.790322581,235309.4516,14589186,62,ambient,65,40.83870968
Lucid Dreamer,37i9dQZF1DX5DMh4a0MOAn,89593,0.318691489,0.140562979,4.510638298,-22.20429787,0.574468085,0.0412,0.916,0.888680851,0.131057447,0.113112766,104.2922553,3.787234043,238205.766,11195671,47,ambient,69,48.44680851
Wild + Free,37i9dQZF1DX5Q5wA1hY6bS,1276684,0.5451375,0.6404,4.9625,-7.359375,0.8125,0.04570125,0.229335013,0.028451412,0.17124625,0.39821375,117.1959875,3.95,223298.05,17863844,80,indie,75,48.7625
Dreamcatcher,37i9dQZF1DXb6LkIGouseT,85205,0.313517241,0.098501034,6.034482759,-24.75413793,0.344827586,0.058851724,0.967310345,0.757644483,0.121351724,0.377103448,98.01796552,3.689655172,254265.3103,7373694,29,world,49,46.75862069
Tropical Nights,37i9dQZF1DX0ES2mnOVvai,30642,0.226641667,0.3968575,3.25,-28.71083333,0.583333333,0.103025,0.137188942,0.674978417,0.365383333,0.036008333,115.7183333,3.666666667,204527.25,2454327,12,None,63,55.25
Nightstorms,37i9dQZF1DX4aYNO8X5RpR,196217,0.144290909,0.600121212,4.575757576,-26.68963636,0.696969697,0.081751515,0.232748973,0.80874517,0.454912121,0.02711697,97.17560606,3.757575758,659729.9697,21771089,33,ambient,65,51.78787879
Gentle Rains,37i9dQZF1DX2mFmJUZg4Mp,79587,0.133697917,0.65561794,4.0625,-20.37754167,0.65625,0.078046875,0.142790776,0.899053027,0.613641667,0.014461563,86.25182292,3.333333333,224831.3958,21583814,96,None,65,56.8125
Get Happy!,4Buj61XKuhfVLsW8rPX8YQ,215,0.620542857,0.692238095,5.028571429,-7.408238095,0.723809524,0.069787619,0.209241143,0.028226386,0.158388571,0.744295238,117.4236476,3.780952381,208851.781,21929437,105,blues,81,47.01904762
Lazy Afternoon,6QAwHYtCdTdrgX6wh1iE9H,218,0.553076923,0.449410256,5.102564103,-9.219102564,0.820512821,0.038317949,0.494306667,0.018955163,0.147679487,0.337102564,119.6107179,3.794871795,250180.5385,9757041,39,soul,85,49.12820513
Acoustic Pop,37i9dQZF1DX4VvfRBFClxm,666946,0.560242718,0.340252427,5.310679612,-8.684873786,0.757281553,0.043809709,0.67541068,0.004548934,0.143504854,0.380417476,111.9815146,3.825242718,209035.9806,21530706,103,pop,74,52.19417476
The Bridge,4qq3MCSLrDgYx7RfJBDvij,10,0.540321429,0.47475,4.821428571,-12.0265,0.785714286,0.040660714,0.4666125,0.04857131,0.220403571,0.513357143,117.6204643,3.964285714,271982.8571,7615520,28,other,73,48.28571429
Don't Worry. Be Happy.,31SAGQ0uyYGbLU6pClMll0,12579,0.602622222,0.598333333,5.888888889,-9.146711111,0.866666667,0.063231111,0.402435778,0.012812512,0.213551111,0.727911111,121.6920222,3.977777778,213210.1333,9594456,45,rock,82,44.84444444
Spring Garden,6YMK6nqc1jS11fGraCU1o2,78,0.300638095,0.529220143,4.19047619,-29.03890476,0.80952381,0.232966667,0.538133333,0.686939048,0.352461905,0.07747,104.8841429,3.857142857,362573.1429,7614036,21,ambient,35,14.85714286
Under the Stars,37i9dQZF1DWTRnup1IgL4a,124026,0.426244444,0.215911111,4.75,-17.33708333,0.75,0.059091667,0.812194444,0.829527778,0.133405556,0.289519444,118.6336667,3.722222222,223677.4167,8052387,36,indie,53,31.91666667
