playlist_name,playlist_id,followers,average_danceability,average_energy,average_key,average_loudness,average_mode,average_speechiness,average_acousticness,average_instrumentalness,average_liveness,average_valence,average_tempo,average_time_signature,average_duration_ms,total_duration,total_num,genre,max_popularity,avg_popularity
Southern Breakfast,37i9dQZF1DX0JrJGmZFphT,636,0.557333333,0.462190476,5.904761905,-8.874142857,0.952380952,0.03127619,0.34877619,0.005229967,0.118442857,0.35647619,118.0775238,3.666666667,250577.1905,5262121,21,country,59,26.9047619
Walk a Country Mile,4p3lupatTubTWpTgCZjgpk,9097,0.5735,0.82505,4.85,-5.648,0.9,0.050845,0.06294687,0.000360917,0.194735,0.58505,135.2801,4,217340.8,4346816,20,country,61,26.05
Honeysuckle Lazy,6tLfPD2P9syvBV8rgO2Yq1,4,0.562,0.5819,3.7,-7.0356,1,0.03124,0.360725,0.002448374,0.13753,0.4637,121.9515,3.9,227428.35,4548567,20,country,69,43.75
On to Something Good,3FfBohQXFlgFnYubzrvoq4,3,0.59585,0.80595,4.55,-4.94055,0.95,0.046955,0.200703,0.0021662,0.17391,0.69485,119.5988,4,210925.7,4218514,20,country,71,32.2
Hometown Holiday,37i9dQZF1DXbelAjoiEn9f,3672,0.549433333,0.654966667,5.133333333,-6.6734,0.966666667,0.036006667,0.242072333,0.0018351,0.16091,0.4627,122.1339333,4,240422.9333,7212688,30,country,58,31.03333333
Tailgate Party,37i9dQZF1DXdgnLr18vPvu,298391,0.588777778,0.822,4.888888889,-4.663814815,0.87037037,0.044851852,0.131171796,0.006632754,0.219322222,0.717462963,128.6279444,3.981481481,213608.7963,11534875,54,country,82,57.46296296
A Divine Christmas,37i9dQZF1DXbGxByOKT9iT,8635,0.381041667,0.311116667,4.958333333,-10.57733333,0.791666667,0.051879167,0.730916667,0.00033478,0.150475,0.21715,102.9525,3.666666667,239567.5833,5749622,24,oldies,67,22.91666667
Country Christmas,37i9dQZF1DX0MuOvUqmxDz,58258,0.535032787,0.47947541,5.098360656,-8.646229508,0.868852459,0.037727869,0.516090164,0.000279066,0.169585246,0.501614754,127.5852623,3.770491803,192820.7541,11762066,61,country,69,40.98360656
Acoustic Blues,37i9dQZF1DX2iUghHXGIjj,402868,0.605533333,0.278086667,5.05,-12.49956667,0.733333333,0.054091667,0.80105,0.042705401,0.127285,0.519591667,116.4429167,3.866666667,229076.3833,13744583,60,country,53,38.38333333
Acoustic Concentration,37i9dQZF1DXcLDm348RRYK,475917,0.463121951,0.282112195,4.87804878,-14.85990244,0.780487805,0.04642439,0.812804878,0.819243902,0.107114634,0.324319512,119.1183171,3.829268293,229155.1707,9395362,41,other,62,44.6097561
All Funked Up,37i9dQZF1DX4WgZiuR77Ef,190567,0.725876712,0.797041096,5.246575342,-5.733438356,0.561643836,0.086463014,0.115507863,0.036648766,0.173493151,0.778712329,114.1126849,4,250570.411,18291640,73,soul,72,37.05479452
Back to the Roots,1S4JPQeJxtsN37X8as5EPk,9452,0.552632653,0.385046939,6.387755102,-11.90522449,0.755102041,0.077310204,0.734122449,0.022021967,0.170246939,0.58455102,119.4949184,3.816326531,192948.8776,9454495,49,indie,67,18.30612245
Backyard Wedding,37i9dQZF1DX4YLk1hHv7S9,12674,0.526903226,0.366170968,4.774193548,-10.63506452,0.838709677,0.039664516,0.569793548,0.000281585,0.156919355,0.396064516,121.5356774,3.806451613,230747.4516,7153171,31,country,85,28.19354839
Big Band,37i9dQZF1DX6G7arXBXa3A,189359,0.569424242,0.453415152,5.272727273,-9.353727273,0.454545455,0.063254545,0.652957576,0.146827904,0.18059697,0.63969697,117.8895758,3.909090909,207814.2121,6857869,33,oldies,58,41.57575758
Beer 'n Burgers,7CHrwiytyubNpnaZqyyUkb,17103,0.52852381,0.832142857,4.952380952,-6.928142857,0.80952381,0.084885714,0.175134643,0.012806203,0.215128571,0.800857143,145.5069524,4,167829.8571,3524427,21,country,48,22.38095238
Big Daddy's Booze & Blues,37i9dQZF1DXaOY0OtmgxB8,58144,0.610030303,0.708060606,5.242424242,-8.238484848,0.909090909,0.060590909,0.215309755,0.029421169,0.171545455,0.782787879,129.1847576,4,228361.7273,7535937,33,rock,66,24.72727273
Bossa Nova,4LmOnbOmtMUyQQjo6L9mct,4747,0.623170732,0.399195122,5.219512195,-13.24641463,0.512195122,0.063387805,0.705365854,0.031785722,0.134821951,0.588170732,124.5723902,4,207332.9268,8500650,41,world,57,24.65853659
Bottoms Up,37i9dQZF1DX0N8QTiMHLoT,44167,0.671863636,0.68875,5.909090909,-9.144590909,0.613636364,0.056527273,0.226472,0.649186029,0.177336364,0.700909091,117.043,3.909090909,278660.3182,12261054,44,blues,43,25.88636364
Bromance,37i9dQZF1DX7ophjOENeQl,9114,0.519461538,0.728269231,5.5,-5.877615385,0.961538462,0.041788462,0.184150231,3.11E-05,0.189480769,0.566823077,124.2798462,3.846153846,223106.1923,5800761,26,country,58,26.30769231
Coffee Table Jazz,37i9dQZF1DWVqfgj8NZEp1,1296886,0.43243662,0.132298592,4.577464789,-18.23747887,0.61971831,0.039671831,0.906943662,0.614768451,0.157532394,0.177415493,103.3532676,3.802816901,343443.6056,24384496,71,blues,66,53.36619718
Gypsy Swing,37i9dQZF1DXdDe8IDhRIo5,147119,0.691296296,0.484666667,5.777777778,-9.906740741,0.37037037,0.066555556,0.805777778,0.779340741,0.140607407,0.706259259,116.2308889,3.777777778,212443.4444,5735973,27,blues,45,35.62962963
Evening Groove,37i9dQZF1DXaX7xgI3f7y8,26175,0.72652,0.67052,4.96,-6.34768,0.48,0.10794,0.11355,0.071196282,0.16968,0.65644,106.4356,4,240434.36,6010859,25,pop,44,24.52
Feeling Blue,37i9dQZF1DX7Y7BqFok9IQ,41618,0.54255,0.4653,4.55,-9.3419,0.8,0.0472,0.513855,0.023012735,0.210435,0.51195,113.9392,3.4,264696.25,5293925,20,blues,59,33.4
From a Smokey Bar ,37i9dQZF1DWTlzJXLRpd4a,172518,0.61806383,0.293167234,4.489361702,-14.11970213,0.595744681,0.058119149,0.866595745,0.514716357,0.15467234,0.619574468,111.2254043,3.957446809,228195.4043,10725184,47,christmas,59,22.91489362
Funky Heavy Bluesy,37i9dQZF1DX9stbPFTxeaB,568555,0.573522727,0.825886364,5.568181818,-5.312818182,0.522727273,0.064681818,0.085149457,0.026805889,0.192561364,0.719931818,120.9027045,4,242738.2955,10680485,44,blues,55,43.22727273
Head Bangers,37i9dQZF1DWT9BBNN5qUNV,39444,0.412285714,0.923047619,4.333333333,-4.316428571,0.761904762,0.097761905,0.00623011,0.031358872,0.230009524,0.516285714,127.8044286,4,226041,4746861,21,rock,54,25.57142857
Highway 61,37i9dQZF1DXdOEFt9ZX0dh,24205,0.5831,0.461665,5.8,-10.82015,0.85,0.08055,0.65872,0.095898313,0.22317,0.6788,119.3175,3.8,180178.35,3603567,20,blues,54,20.7
In The Name Of Blues,37i9dQZF1DXbkKnGZHv1kf,380055,0.61332,0.486732,4.32,-10.39364,0.92,0.081148,0.51956,0.099524181,0.221896,0.71048,120.44632,3.76,188512.04,4712801,25,blues,68,48.4
Instrumental Funk,37i9dQZF1DX8f5qTGj8FYl,98323,0.719555556,0.780222222,4.377777778,-7.286466667,0.577777778,0.056464444,0.150668798,0.631325111,0.135815556,0.761488889,115.4882222,3.977777778,290766.3556,13084486,45,soul,53,32.77777778
Jazz for Autumn,37i9dQZF1DX7UE7qrnkvsf,71271,0.452896552,0.136924138,6.103448276,-17.64865517,0.724137931,0.041806897,0.929827586,0.603317241,0.129896552,0.23252069,106.1393448,3.862068966,330200.1379,9575804,29,blues,66,44.24137931
Jazzy Dinner,37i9dQZF1DWTALrdBtcXjw,195668,0.537896552,0.318553448,4.827586207,-14.58501724,0.603448276,0.041524138,0.748465517,0.422026321,0.133155172,0.445234483,114.6841207,3.931034483,391053.9828,22681131,58,blues,59,39.77586207
Jazz for Two,37i9dQZF1DWTByXwdRSe9Q,24551,0.4061,0.17216,5.95,-14.4512,0.85,0.037765,0.88255,0.022144246,0.13185,0.178675,107.56245,3.3,279689.1,5593782,20,blues,49,32.65
Jazzy Romance,37i9dQZF1DWTbzY5gOVvKd,453893,0.432648148,0.181211111,4.481481481,-14.49261111,0.740740741,0.038438889,0.864,0.024062009,0.125633333,0.202298148,107.8011852,3.611111111,266959.6852,14415823,54,blues,71,43.22222222
Jazztronica,37i9dQZF1DX55dNU0PWnO5,276830,0.57859375,0.524203125,5.859375,-9.98596875,0.5,0.068890625,0.358221875,0.611003078,0.19574375,0.417171875,109.8570469,3.8125,259157.8125,16586100,64,blues,62,40.5625
King of Pop,653U7cDBXXkPZ07Xk8kxL6,1012,0.742259259,0.743703704,6.333333333,-6.753037037,0.703703704,0.062737037,0.213328519,0.048596248,0.197844444,0.688518519,114.0575185,3.962962963,279932.3333,7558173,27,pop,55,6.185185185
Legendary Guitar Solos,37i9dQZF1DWSlJG7YPUBHF,645801,0.4342,0.720233333,5.166666667,-8.647733333,0.766666667,0.052633333,0.126986867,0.183089563,0.19209,0.5486,118.408,4,320126.6667,9603800,30,rock,75,54.03333333
Life's Short; Play Fast,37i9dQZF1DXaTOmUbIOw1z,35534,0.547,0.85125,5.6,-5.75675,0.75,0.074245,0.05754875,0.008845454,0.18624,0.69825,118.6844,3.95,254189.1,5083782,20,blues,50,33.75
Free & Easy,37i9dQZF1DX4CgJVlGEIo5,143249,0.569039474,0.433098684,5.263157895,-8.932881579,0.815789474,0.048732895,0.575262895,0.041355215,0.144932895,0.427727632,121.4974079,3.881578947,214955.4079,16336611,76,indie,88,54.15789474
Picnic in the Park,37i9dQZF1DWUVdv5Nb59qX,38447,0.623888889,0.532333333,5.888888889,-7.926027778,0.944444444,0.053402778,0.483094444,0.01421371,0.154197222,0.592333333,109.7265833,3.972222222,203211.3056,7315607,36,soul,68,33.25
Rise of the Underdog,37i9dQZF1DX0IbLOJtWiun,1,0.4873,0.8453,5.2,-4.33835,0.8,0.058985,0.01434188,0.012336037,0.18458,0.45835,128.0452,3.95,230109.8,4602196,20,metal,53,29.65
Sax and the City,37i9dQZF1DWYgA6FKKHSd6,123446,0.678810811,0.684621622,5.27027027,-7.134148649,0.5,0.051578378,0.24142523,0.521952382,0.149112162,0.640189189,115.5290946,3.986486486,267467.8784,19792623,74,blues,48,31.7027027
Still Got the Blues,37i9dQZF1DXcnkReojaCnV,103971,0.605653846,0.638871795,5.487179487,-7.151910256,0.641025641,0.047703846,0.28780298,0.084405152,0.184852564,0.603,109.4863333,3.884615385,246527.0128,19229107,78,blues,55,33.47435897
String Theory,37i9dQZF1DX5Lf3LZ6Czqu,45128,0.722148148,0.638777778,5.296296296,-8.753333333,0.444444444,0.037374074,0.473033333,0.703407407,0.16282963,0.683703704,107.798963,4,276828.5185,7474370,27,blues,46,30.92592593
The Jazz Escape,7hjaw2oDqkMS2uDk5vmzAu,67,0.45904,0.124696,4.72,-19.32828,0.56,0.045896,0.94778,0.70202814,0.11886,0.285782,114.80854,3.78,271398.34,13569917,50,blues,66,15.68
Unleash the Fury,37i9dQZF1DWU6kYEHaDaGA,57234,0.450333333,0.928571429,4.904761905,-5.582380952,0.523809524,0.095514286,0.012632112,0.238065613,0.283185714,0.411361905,120.4474762,4,244791.8095,5140628,21,rock,66,27.61904762
Workday - Singer-songwriter,3TurM2x1HaeNEztqBnomV6,6026,0.493723577,0.4438,4.105691057,-6.566235772,0.723577236,0.030634959,0.336326423,0.008302656,0.108625203,0.402195122,97.32099187,3.211382114,179579.0163,22088219,123,soul,67,18.25203252
80's Hard Rock,37i9dQZF1DX68H8ZujdnN7,592224,0.475135135,0.870972973,4.810810811,-6.383837838,0.648648649,0.069472973,0.048036392,0.007564803,0.205762162,0.547297297,133.2492973,4,251923.2432,9321160,37,rock,74,49.37837838
Tunigo Live,5rqcJUB5ox8BK3L3Ki7gfF,11,0.624833333,0.641916667,4.583333333,-6.618916667,0.5,0.077958333,0.177621667,0.10771104,0.191916667,0.411416667,117.8813333,3.916666667,282082,3384984,12,pop,74,39.58333333
Top Picks Toplists,4lCv0oN3gPxoqvXmA3cDjS,42,0.70405,0.65975,4.7,-6.48405,0.6,0.07667,0.179048,5.34E-05,0.13651,0.6088,111.8233,4,249316.35,4986327,20,pop,81,64.3
Top Picks Pop,3xGWOQUB6jgHd4PLVQvbfG,62,0.63565,0.77695,5.65,-5.01405,0.65,0.05878,0.1245458,0.000221816,0.145665,0.6203,121.08375,4.05,233676.75,4673535,20,pop,81,48.05
Top Picks Decades,0q2dbyUyAuUkW3ec6XRwJD,24,0.65685,0.627045,5.25,-8.70565,0.65,0.08744,0.2612041,0.000963068,0.15266,0.64055,116.56655,4,223714.7,4474294,20,rock,76,34.1
Top Picks Workout,45mRKVQrL1pK9tbRp25yro,46,0.63895,0.7951,6.35,-5.3535,0.65,0.088555,0.1562851,0.000504866,0.222435,0.56915,121.45005,4,231802.3,4636046,20,pop,70,41.85
Top Picks Mood,1EQVvrXxgoWdqUHni1LOgm,30,0.4979,0.547567,5.3,-9.25965,0.85,0.04784,0.38845417,0.194319188,0.162495,0.33135,108.6709,3.6,223133.6,4462672,20,rock,77,39.75
Top Picks Kids,4ruhrP9ntTdDMpjrk22v9u,15,0.6504,0.71215,4.6,-6.765,0.55,0.101635,0.1786661,0.008201531,0.146195,0.69655,128.18345,4,192000,3840000,20,pop,61,29.15
Top Picks Classical,3jh9R9uXIoozPA0uccJt2C,37,0.239265,0.181804,3.5,-19.1234,0.5,0.039165,0.9399,0.5983599,0.14197,0.190825,98.37435,3.8,293342.9,5866858,20,classical,55,17.85
Top Picks Pop Culture,5QZZbWjNVjynssxTuO3f0f,28,0.5223,0.63325,6.6,-8.7063,0.65,0.157495,0.3420355,0.197389696,0.24837,0.48868,116.4088,3.9,229292.6,4585852,20,soundtrack,73,35.7
Top Picks Party,2WIkzIBRwM9wRD9innJ8b7,64,0.63675,0.74315,4.85,-5.07955,0.45,0.09548,0.1299012,0.03097091,0.178905,0.5208,128.47685,4,247622.25,4952445,20,pop,70,47.75
Top Picks Chill,2b5yd7Ox7vb4OcPOOVYwFZ,44,0.60295,0.62825,4.5,-9.5764,0.55,0.05679,0.314046,0.43912705,0.161085,0.374505,109.49315,4,279805.55,5596111,20,electronic,67,34.5
Top Picks Urban,6spPs4oxQEPSWXyXzqg8CR,32,0.71255,0.6681,3.35,-6.71325,0.75,0.18642,0.0597753,0.003986099,0.247895,0.41933,125.3106,4,248640.25,4972805,20,pop,78,48.9
Top Picks Club,285xVjuyHG2CusStdc8kCS,45,0.6156,0.84605,6.45,-4.79935,0.4,0.06299,0.0690622,0.100416816,0.212735,0.45973,129.8893,4.05,218231.3,4364626,20,electronic,75,39.65
Top Picks Country,7hx7ugiU2MaeXOjQRVDzdk,52,0.5693,0.74645,5.65,-5.41855,1,0.04052,0.17504,0.000623687,0.138225,0.577,129.9454,4,232143.2,4642864,20,country,72,42.8
Top Picks Events,2Mecjd64RGHE4vLDMuX88V,26,0.52775,0.7836,5.55,-6.51685,0.55,0.08097,0.17235545,0.065686654,0.402545,0.50045,124.0351,4,242166.6,4843332,20,pop,77,33.5
Top Picks Groove,38ZGEwSsiHoOEOu446h75W,31,0.6674,0.6305,5.6,-8.4068,0.55,0.07422,0.154679,0.074343566,0.17872,0.6822,116.32695,3.95,264809.25,5296185,20,blues,73,36.85
Top Picks Rock,5QOzTki17fEWKoUVcvTrI2,38,0.5554,0.63875,5.85,-6.21885,0.6,0.05433,0.2218412,0.034745012,0.206265,0.4413,122.29235,4.05,224467.55,4489351,20,rock,75,46.55
Top Picks Romance,4tSzT9BRuf3qRJDbPz4SlS,39,0.59247619,0.404190476,5.285714286,-10.29357143,0.761904762,0.051852381,0.461163238,0.025362338,0.1742,0.367190476,119.3594286,3.952380952,247329.4762,5193919,21,pop,76,42.33333333
Top Picks Jazz and Blues,5LrQkRUFFuKWAJCECd2X9y,31,0.4983,0.51398,6.1,-11.2851,0.4,0.05735,0.4529218,0.162348365,0.27328,0.5334,123.58445,3.95,337239.9,6744798,20,christmas,63,25.65
Top Picks Travel,4NAi06Izmj4CPqmMuY1RsE,38,0.62215,0.78205,4.15,-5.96555,0.8,0.04903,0.09766265,0.053826732,0.19274,0.61345,121.83635,3.9,236557.75,4731155,20,rock,80,46.4
Top Picks holiday,4uLnCAHJw65SyFXXmBSuc0,1033,0.5415,0.69675,5.3,-6.91545,0.75,0.07312,0.27619495,0.025493865,0.205195,0.5474,126.91085,4,232613,4652260,20,pop,76,41.8
Off The Strength,37i9dQZF1DXaxIqwkEGFEh,546225,0.72812,0.6268,5.14,-7.13604,0.64,0.26829,0.1539044,0.001890062,0.16026,0.461652,123.02312,4.08,214436.76,10721838,50,rap,86,58.28
TransAtlantic Lullaby,37i9dQZF1DX3aQIf4svHj6,68902,0.513050847,0.383327119,5.966101695,-11.56330508,0.762711864,0.039132203,0.64259322,0.219983386,0.154477966,0.288159322,115.5752542,3.813559322,252846.0508,14917917,59,indie,75,31.33898305
Christmas Peaceful Piano,37i9dQZF1DXbPHTEEyQ6Hv,77189,0.497307692,0.058766264,4.879120879,-22.35798901,0.89010989,0.052802198,0.991428571,0.937054945,0.114658242,0.284027473,100.6976044,3.736263736,179022.4945,16291047,91,None,64,51.32967033
A Soft Piano Christmas,7J8HlMdOq82WJAU6JmhR5d,987,0.502577465,0.083287887,4.591549296,-21.06973239,0.830985915,0.053080282,0.987676056,0.920605634,0.116876056,0.286791549,103.1594085,3.690140845,174666.7887,12401342,71,None,59,46.16901408
Piano in the Background,37i9dQZF1DX7K31D69s4M1,673692,0.337858209,0.039982836,3.417910448,-17.2453209,0.440298507,0.040836567,0.738589552,0.697738806,0.083952239,0.155756716,73.85879851,2.835820896,134835.2015,18067917,134,ambient,74,44.82089552
Hits idag,37i9dQZF1DWTMYgB8TqtmR,523967,0.660387755,0.645428571,5.224489796,-5.748367347,0.571428571,0.0704,0.197260204,0.001937025,0.163816327,0.437136735,115.2174286,3.959183673,205637.7959,10076252,49,pop,97,77.36734694
Main Stage,37i9dQZF1DX0XYoY9uUkXA,198952,0.614535714,0.837821429,4.904761905,-4.608583333,0.369047619,0.082457143,0.059506514,0.145821032,0.230379762,0.341807143,127.7588095,3.988095238,204304.0357,17161539,84,electronic,89,53.5952381
Det blir kaoz!,37i9dQZF1DX0sQWfevMRw3,64857,0.695177419,0.844951613,5.596774194,-4.618903226,0.419354839,0.121077419,0.059122484,0.124683713,0.262820968,0.487587097,126.4156935,4,196159.5806,12161894,62,electronic,80,48.01612903
Feel Good Dinner,37i9dQZF1DXbm6HfkbMtFZ,102431,0.683650485,0.593359223,4.873786408,-7.711368932,0.504854369,0.075142718,0.266558777,0.147897519,0.149742718,0.595660194,109.3399709,3.854368932,219915.5146,22651298,103,None,81,46.38834951
Truly Deeply House,4LO89Y0ydu8li9Phq2iwKT,0,0.757822581,0.6365,6.451612903,-10.52237097,0.435483871,0.068825806,0.072520782,0.748730687,0.120251613,0.367104839,120.809,3.967741935,392866.371,24357715,62,electronic,80,35.80645161
Girls' Night,37i9dQZF1DX0Uv9tZ47pWo,1057204,0.68728,0.712413333,5.053333333,-5.00692,0.453333333,0.081674667,0.1196356,0.001788533,0.162884,0.552136,115.7040133,4,210779.3333,15808450,75,pop,92,69.88
Summer House!,37i9dQZF1DX05r4Oy3Ln97,96206,0.659295238,0.717495238,4.885714286,-5.253952381,0.447619048,0.059313333,0.116625257,0.06811713,0.187065714,0.454932381,112.9270286,3.8,200857.4571,21090033,105,electronic,88,49.47619048
An Elegant Affair,37i9dQZF1DWVf1Phr4ZVgO,75539,0.496943396,0.353016981,6.509433962,-11.02,0.660377358,0.047181132,0.648731698,0.03432001,0.152281132,0.459824528,119.828566,3.716981132,201575.0755,10683479,53,oldies,67,36.30188679
Soulful Disco,37i9dQZF1DXcAiMO5AYxE8,150542,0.705315789,0.729605263,5.078947368,-8.637039474,0.552631579,0.060318421,0.143163816,0.044659428,0.202689474,0.826526316,121.7995263,3.986842105,255694.4474,19432778,76,dance,62,36.30263158
50 Shades of Love,37i9dQZF1DWXb9I5xoXLjp,244098,0.55676,0.4476,4.96,-9.41072,0.72,0.054488,0.479832,0.017432839,0.162956,0.374026,119.55748,3.88,250619.58,12530979,50,pop,85,51.12
50 Songs Unplugged,37i9dQZF1DX64zDfGvlEtl,221992,0.4939,0.55078,5.6,-8.42034,0.62,0.058468,0.442018,0.005294957,0.65346,0.383296,122.72724,3.9,272213.32,13610666,50,pop,66,39.6
50 Great Female Voices,37i9dQZF1DX9loJQLuEvap,508678,0.57322,0.499582,5.34,-8.45502,0.68,0.051406,0.3844724,0.006830855,0.149084,0.463094,121.8111,3.86,251419.06,12570953,50,pop,75,46.32
35 Soul Classics 1970-1975,37i9dQZF1DWULEW2RfoSCi,187701,0.634085714,0.558828571,6.685714286,-10.14342857,0.485714286,0.073505714,0.401328571,0.036417816,0.154497143,0.701008571,113.2119143,3.971428571,247353.3714,8657368,35,soul,60,34.74285714
"12"" Classics",37i9dQZF1DXbNxO0uJPyJ9,173717,0.675476636,0.677813084,5.700934579,-8.747280374,0.514018692,0.050808411,0.082806865,0.171713613,0.133318692,0.701196262,111.5923925,3.728971963,366713.5327,39238348,107,pop,60,22.3271028
After-Ski Classics,37i9dQZF1DX0nBLMN0XzSQ,179091,0.606255319,0.794978723,4.723404255,-7.029595745,0.829787234,0.05163617,0.098058064,0.046726349,0.189768085,0.725446809,122.8515957,4,236562.1915,11118423,47,rock,80,40.82978723
After Work,37i9dQZF1DWSKtEVXBdAHi,19841,0.678438596,0.70745614,5.210526316,-5.441578947,0.473684211,0.066831579,0.135876421,0.020130943,0.160007018,0.50322807,115.3765263,3.947368421,206397.0526,11764632,57,pop,100,72.07017544
Autumn Leaves,37i9dQZF1DX62qCiGEp1YH,334011,0.521722222,0.411438889,5.344444444,-10.06252222,0.655555556,0.040593333,0.599187333,0.085092633,0.125926667,0.260527778,113.3878333,3.966666667,238986.8556,21508817,90,indie,77,50.2
Autumn Lounge,37i9dQZF1DWTSPqolnbHgK,52427,0.514364789,0.331933803,5.295774648,-14.72947887,0.549295775,0.041153521,0.499352958,0.698164749,0.131578873,0.229895775,121.0365493,3.85915493,267766.3521,19011411,71,electronic,57,39.57746479
Barefoot at the Beach,37i9dQZF1DWSFQkW2hnAts,25090,0.71174,0.59516,5.12,-8.38872,0.68,0.062044,0.30063296,0.116292962,0.172266,0.61128,110.4984,4,241899.88,12094994,50,None,79,38.44
Best Tracks from Tarantino Films,37i9dQZF1DX3b9hbbPi5hD,211658,0.569733333,0.541684444,6.2,-11.37168889,0.644444444,0.075275556,0.360773489,0.085550052,0.169653333,0.5882,109.5007333,3.688888889,195126.2667,8780682,45,rock,62,34.93333333
"Britpop, etc.",37i9dQZF1DXaVgr4Tx5kRF,262134,0.45584,0.78312,5.6,-6.90888,0.8,0.043542,0.052447518,0.057378646,0.180604,0.5028,122.56292,3.96,245402.74,12270137,50,pop,78,49.36
Broken Heart,37i9dQZF1DXbrUpGvoi3TS,1246545,0.5115,0.455903846,5.192307692,-8.4655,0.788461538,0.051857692,0.4965,0.016428019,0.13295,0.287211538,122.88225,3.865384615,233137.5769,12123154,52,pop,85,57.5
Classical Music for Smart Kids,37i9dQZF1DX8Sz1gsYZdwj,167091,0.303313043,0.083235217,5.304347826,-26.17728261,0.739130435,0.04445,0.953869565,0.818897891,0.115752174,0.200747826,102.1646739,3.565217391,277297.8478,12755701,46,classical,61,42.52173913
Classic Road Trip Songs,37i9dQZF1DX9wC1KY45plY,516177,0.561039216,0.735823529,5.68627451,-8.774,0.941176471,0.047613725,0.134011753,0.0519591,0.186962745,0.662568627,127.847451,3.980392157,241755.3725,12329524,51,rock,80,50.76470588
A Long Christmas Day,37i9dQZF1DX0bspKxj0UKT,79299,0.46645122,0.443126829,4.719512195,-9.821597561,0.926829268,0.0402,0.560811024,0.002500709,0.20410122,0.402281707,121.0462317,3.768292683,215849.3415,17699646,82,pop,81,36.06097561
Chill Out Dinner,37i9dQZF1DX6kz6Kli3wib,55178,0.540967391,0.367708261,4.891304348,-13.96045652,0.47826087,0.038032609,0.511871848,0.629794944,0.149766304,0.27023587,118.0347826,3.869565217,252299.4891,23211553,92,electronic,57,41.42391304
Chill Out Music,37i9dQZF1DX32oVqaQE8BM,553660,0.554985714,0.425288571,5.357142857,-12.6434,0.485714286,0.038105714,0.414490257,0.669141071,0.144755714,0.303921429,121.2544857,3.957142857,256881.0143,17981671,70,electronic,57,44.07142857
Comfort Zone,37i9dQZF1DWYWddJiPzbvb,159821,0.595783784,0.610824324,4.932432432,-6.510243243,0.702702703,0.059522973,0.258921892,0.008039348,0.140535135,0.414624324,117.1029054,3.959459459,236139.6622,17474335,74,pop,97,64.02702703
Cool Down,37i9dQZF1DWUI1rlvkdQnb,67944,0.443424528,0.148738679,4.867924528,-20.87358491,0.773584906,0.039828302,0.82954717,0.863830189,0.149013208,0.133933962,109.0164717,3.867924528,239369.5472,12686586,53,electronic,67,48.28301887
Dinner with Friends,37i9dQZF1DX4xuWVBs4FgJ,541828,0.56774359,0.486314103,4.807692308,-8.043346154,0.653846154,0.054252564,0.431582051,0.020148606,0.161933333,0.351747436,121.9964231,3.923076923,226040.7821,17631181,78,pop,100,62.06410256
Downtempo Beats,37i9dQZF1DWWQp0YMTvpD3,72074,0.590827586,0.576241379,4.948275862,-7.558241379,0.448275862,0.075117241,0.248811897,0.066170611,0.172182759,0.358518966,121.1572241,4,236819.2069,13735514,58,soul,86,40.44827586
Early Grey Morning,37i9dQZF1DX0Xw7j7jgTvT,51882,0.561853659,0.42332439,5.756097561,-10.14412195,0.658536585,0.040592683,0.541117073,0.074807832,0.151807317,0.271290244,112.347,4,232821.7073,9545690,41,indie,69,42.24390244
Folk Music At The Gaslight Caf̩,37i9dQZF1DXdUnte9bTlLT,21291,0.511565217,0.242817391,4.086956522,-14.12465217,0.869565217,0.047504348,0.796217391,0.064786824,0.255413043,0.437217391,112.838,3.434782609,234147.9565,5385403,23,indie,56,25.91304348
Focus Now,37i9dQZF1DWZIOAPKUdaKS,158568,0.2319325,0.0537505,4.975,-27.681825,0.675,0.0442875,0.935325,0.723935,0.10238,0.0921675,91.27595,3.675,385221.95,15408878,40,classical,61,45.85
Alone Again,37i9dQZF1DWX83CujKHHOn,304328,0.502367347,0.478969388,4.959183673,-8.362897959,0.755102041,0.039059184,0.395326122,0.034404709,0.137830612,0.296277551,123.9377551,3.897959184,238718.6735,11697215,49,pop,81,53.91836735
Halloween Teens,37i9dQZF1DX9nq0BqAtM4H,69269,0.555875,0.749675,5.8,-7.28055,0.525,0.082025,0.13416197,0.092963312,0.201715,0.501825,126.49095,3.95,232037.1,9281484,40,pop,80,54.525
Hangover Friendly,37i9dQZF1DWUGsgkESc7qP,160321,0.492351351,0.297300901,4.279279279,-10.02146847,0.747747748,0.032635135,0.641666036,0.055246061,0.116738739,0.280954054,103.9675856,3.567567568,214142.7658,23769847,111,soul,75,42.45045045
Winter is coming,37i9dQZF1DXd7ukl5yRLE3,36081,0.475325,0.4167,5.05,-10.472975,0.75,0.04612,0.51284675,0.066839378,0.1706825,0.37321,125.028775,3.925,254003.45,10160138,40,pop,71,31.825
In The Arms Of A Woman,37i9dQZF1DWTtOKhkK5Mem,196361,0.52636,0.37637,4.88,-10.34726,0.9,0.03309,0.5284386,0.002838222,0.142184,0.329504,115.28622,3.82,250496.6,12524830,50,rock,81,52.04
Instrumental Study,37i9dQZF1DX9sIqqvKsjG8,359916,0.418657692,0.16212359,5.141025641,-20.72873077,0.58974359,0.04005,0.788203846,0.881782051,0.145053846,0.134110256,111.4756154,3.794871795,248894.4487,19413767,78,ambient,67,52.57692308
